1,104,101,97,104,101,97
2,121,114,107,121,114,107
3,139,129,118,139,129,118
4,156,142,128,156,142,128
5,173,156,139,173,156,139
6,190,169,149,190,169,149
7,207,183,159,207,183,159
8,225,197,170,225,197,170
9,242,211,180,242,211,180
10,259,225,190,259,225,190
11,276,238,200,276,238,200
12,293,252,211,293,252,211
13,311,266,221,311,266,221
14,328,280,232,328,280,232
15,345,293,242,345,293,242
16,362,307,252,362,307,252
17,379,321,262,379,321,262
18,397,335,273,397,335,273
19,414,349,283,414,349,283
20,431,362,293,431,362,293
21,448,376,304,448,376,304
22,465,389,314,465,389,314
23,483,404,325,483,404,325
24,500,417,335,500,417,335
25,517,431,345,517,431,345
26,534,445,355,534,445,355
27,551,458,365,551,458,365
28,569,473,376,569,473,376
29,586,486,386,586,486,386
30,603,500,397,603,500,397
31,620,513,407,620,513,407
32,637,527,417,637,527,417
33,655,541,428,655,541,428
34,672,555,438,672,555,438
35,689,569,448,689,569,448
36,706,582,458,706,582,458
37,723,596,469,723,596,469
38,741,610,479,741,610,479
39,758,624,490,758,624,490
40,775,637,500,775,637,500
41,792,651,510,792,651,510
42,808,664,520,808,664,520
43,825,677,530,825,677,530
44,842,691,540,842,691,540
45,858,704,550,858,704,550
46,875,717,560,875,717,560
47,891,730,569,891,730,569
48,908,744,580,908,744,580
49,925,757,590,925,757,590
50,941,770,599,941,770,599
51,958,784,610,958,784,610
52,975,797,620,975,797,620
53,991,810,629,991,810,629
54,1008,824,640,1008,824,640
55,1024,837,649,1024,837,649
56,1041,850,659,1041,850,659
57,1058,864,670,1058,864,670
58,1074,877,679,1074,877,679
59,1091,890,689,1091,890,689
60,1108,904,700,1108,904,700
61,1124,917,709,1124,917,709
62,1141,930,719,1141,930,719
63,1158,944,730,1158,944,730
64,1174,957,739,1174,957,739
65,1191,970,749,1191,970,749
66,1207,983,759,1207,983,759
67,1224,997,769,1224,997,769
68,1241,1010,779,1241,1010,779
69,1257,1023,789,1257,1023,789
70,1274,1037,799,1274,1037,799
71,1291,1050,809,1291,1050,809
72,1307,1063,819,1307,1063,819
73,1324,1077,829,1324,1077,829
74,1341,1090,839,1341,1090,839
75,1357,1103,849,1357,1103,849
76,1374,1117,859,1374,1117,859
77,1390,1129,869,1390,1129,869
78,1407,1143,879,1407,1143,879
79,1424,1157,889,1424,1157,889
80,1440,1169,899,1440,1169,899
81,1455,1181,908,1455,1181,908
82,1470,1193,917,1470,1193,917
83,1485,1205,926,1485,1205,926
84,1500,1217,935,1500,1217,935
85,1515,1229,944,1515,1229,944
86,1530,1241,953,1530,1241,953
87,1545,1253,962,1545,1253,962
88,1560,1265,971,1560,1265,971
89,1575,1277,980,1575,1277,980
90,1590,1289,989,1590,1289,989
91,1605,1301,998,1605,1301,998
92,1620,1313,1007,1620,1313,1007
93,1635,1325,1016,1635,1325,1016
94,1650,1337,1025,1650,1337,1025
95,1665,1349,1034,1665,1349,1034
96,1680,1361,1043,1680,1361,1043
97,1695,1373,1052,1695,1373,1052
98,1710,1385,1061,1710,1385,1061
99,1725,1397,1070,1725,1397,1070
100,1740,1409,1079,1740,1409,1079
101,1752,1419,1086,1752,1419,1086
102,1764,1429,1093,1764,1429,1093
103,1776,1438,1100,1776,1438,1100
104,1788,1448,1108,1788,1448,1108
105,1800,1457,1115,1800,1457,1115
106,1812,1467,1122,1812,1467,1122
107,1824,1477,1129,1824,1477,1129
108,1836,1486,1136,1836,1486,1136
109,1848,1496,1144,1848,1496,1144
110,1860,1505,1151,1860,1505,1151
111,1872,1515,1158,1872,1515,1158
112,1884,1525,1165,1884,1525,1165
113,1896,1534,1172,1896,1534,1172
114,1908,1544,1180,1908,1544,1180
115,1920,1553,1187,1920,1553,1187
116,1932,1563,1194,1932,1563,1194
117,1944,1573,1201,1944,1573,1201
118,1956,1582,1208,1956,1582,1208
119,1968,1592,1216,1968,1592,1216
120,1980,1601,1223,1980,1601,1223
121,1989,1609,1228,1989,1609,1228
122,1997,1615,1233,1997,1615,1233
123,2005,1621,1238,2005,1621,1238
124,2013,1628,1243,2013,1628,1243
125,2022,1635,1248,2022,1635,1248
126,2030,1641,1253,2030,1641,1253
127,2038,1648,1258,2038,1648,1258
128,2046,1654,1262,2046,1654,1262
129,2055,1661,1268,2055,1661,1268
130,2063,1668,1273,2063,1668,1273
131,2071,1674,1277,2071,1674,1277
132,2080,1681,1283,2080,1681,1283
133,2088,1688,1288,2088,1688,1288
134,2096,1694,1292,2096,1694,1292
135,2104,1701,1297,2104,1701,1297
136,2113,1708,1303,2113,1708,1303
137,2121,1714,1307,2121,1714,1307
138,2129,1721,1312,2129,1721,1312
139,2137,1727,1317,2137,1727,1317
140,2146,1734,1322,2146,1734,1322
141,2154,1741,1327,2154,1741,1327
142,2162,1747,1332,2162,1747,1332
143,2170,1753,1337,2170,1753,1337
144,2179,1761,1342,2179,1761,1342
145,2187,1767,1347,2187,1767,1347
146,2195,1773,1352,2195,1773,1352
147,2203,1780,1357,2203,1780,1357
148,2212,1787,1362,2212,1787,1362
149,2220,1793,1367,2220,1793,1367
150,2228,1800,1372,2228,1800,1372
151,2235,1805,1376,2235,1805,1376
152,2242,1811,1380,2242,1811,1380
153,2249,1817,1384,2249,1817,1384
154,2256,1822,1388,2256,1822,1388
155,2263,1828,1393,2263,1828,1393
156,2269,1833,1396,2269,1833,1396
157,2276,1838,1400,2276,1838,1400
158,2283,1844,1405,2283,1844,1405
159,2290,1849,1409,2290,1849,1409
160,2297,1855,1413,2297,1855,1413
161,2304,1861,1417,2304,1861,1417
162,2311,1866,1421,2311,1866,1421
163,2318,1872,1426,2318,1872,1426
164,2324,1877,1429,2324,1877,1429
165,2331,1882,1433,2331,1882,1433
166,2338,1888,1438,2338,1888,1438
167,2345,1893,1442,2345,1893,1442
168,2352,1899,1446,2352,1899,1446
169,2359,1905,1450,2359,1905,1450
170,2366,1910,1454,2366,1910,1454
171,2373,1916,1459,2373,1916,1459
172,2379,1921,1462,2379,1921,1462
173,2386,1926,1466,2386,1926,1466
174,2393,1932,1471,2393,1932,1471
175,2400,1937,1475,2400,1937,1475
176,2407,1943,1479,2407,1943,1479
177,2414,1949,1483,2414,1949,1483
178,2421,1954,1487,2421,1954,1487
179,2428,1960,1492,2428,1960,1492
180,2435,1965,1496,2435,1965,1496
181,2441,1970,1499,2441,1970,1499
182,2448,1976,1504,2448,1976,1504
183,2455,1981,1508,2455,1981,1508
184,2462,1987,1512,2462,1987,1512
185,2469,1993,1516,2469,1993,1516
186,2476,1998,1520,2476,1998,1520
187,2483,2004,1525,2483,2004,1525
188,2490,2009,1529,2490,2009,1529
189,2496,2014,1532,2496,2014,1532
190,2503,2020,1537,2503,2020,1537
191,2510,2025,1541,2510,2025,1541
192,2517,2031,1545,2517,2031,1545
193,2524,2037,1549,2524,2037,1549
194,2531,2042,1553,2531,2042,1553
195,2538,2048,1558,2538,2048,1558
196,2545,2053,1562,2545,2053,1562
197,2551,2058,1565,2551,2058,1565
198,2558,2064,1570,2558,2064,1570
199,2565,2069,1574,2565,2069,1574
200,2572,2075,1578,2572,2075,1578
201,2575,2077,1580,2575,2077,1580
202,2577,2079,1581,2577,2079,1581
203,2580,2081,1583,2580,2081,1583
204,2582,2083,1584,2582,2083,1584
205,2585,2085,1586,2585,2085,1586
206,2588,2088,1588,2588,2088,1588
207,2590,2089,1589,2590,2089,1589
208,2593,2092,1591,2593,2092,1591
209,2595,2093,1592,2595,2093,1592
210,2598,2096,1594,2598,2096,1594
211,2601,2098,1595,2601,2098,1595
212,2603,2100,1597,2603,2100,1597
213,2606,2102,1598,2606,2102,1598
214,2608,2104,1600,2608,2104,1600
215,2611,2106,1601,2611,2106,1601
216,2613,2108,1603,2613,2108,1603
217,2616,2110,1604,2616,2110,1604
218,2619,2113,1606,2619,2113,1606
219,2621,2114,1607,2621,2114,1607
220,2624,2117,1609,2624,2117,1609
221,2626,2118,1610,2626,2118,1610
222,2629,2121,1612,2629,2121,1612
223,2631,2122,1613,2631,2122,1613
224,2634,2125,1615,2634,2125,1615
225,2637,2127,1617,2637,2127,1617
226,2639,2129,1618,2639,2129,1618
227,2642,2131,1620,2642,2131,1620
228,2644,2133,1621,2644,2133,1621
229,2647,2135,1623,2647,2135,1623
230,2650,2137,1625,2650,2137,1625
231,2652,2139,1626,2652,2139,1626
232,2655,2141,1628,2655,2141,1628
233,2657,2143,1629,2657,2143,1629
234,2660,2145,1631,2660,2145,1631
235,2662,2147,1632,2662,2147,1632
236,2665,2149,1634,2665,2149,1634
237,2668,2152,1636,2668,2152,1636
238,2670,2153,1637,2670,2153,1637
239,2673,2156,1639,2673,2156,1639
240,2675,2157,1640,2675,2157,1640
241,2678,2160,1642,2678,2160,1642
242,2680,2161,1643,2680,2161,1643
243,2683,2164,1645,2683,2164,1645
244,2686,2166,1646,2686,2166,1646
245,2688,2168,1648,2688,2168,1648
246,2691,2170,1649,2691,2170,1649
247,2693,2172,1651,2693,2172,1651
248,2696,2174,1652,2696,2174,1652
249,2699,2177,1654,2699,2177,1654
250,2701,2178,1655,2701,2178,1655
