HRN,1,NULL,NULL,NULL,NULL,TE,NS
NOORD,1,NULL,NULL,NULL,NULL,TE,NN
ARR_ZP_APD,0,17.7,30.1,87,NULL,TE,GE
BRENG,0,17.7,30.1,87,NULL,TE,GE
ARR_MLL,0,17.2,17.2,87,NULL,TE,MLL
ARR_VD,0,NULL,NULL,NULL,NULL,TE,VD
VALLEI,0,15.6,26.52,87,230,MIN_FARE,
SYNTUS_ZOH,0,18.1,NULL,87,,TE,SYNTUS_ZOH
LIM_NOORD,0,17.6,29.8,87,,EASY_TRIP,
LIM_ZUID,0,18.1,30.7,87,,EASY_TRIP,
