0,87,87,87,87,87,87
1,105,101,98,118,112,106
2,122,115,108,147,135,123
3,140,129,119,177,159,141
4,158,144,130,208,184,160
5,176,158,140,238,208,178
6,193,172,151,267,231,195
7,211,186,161,298,256,214
8,229,201,172,328,280,232
9,246,214,182,357,303,249
10,264,229,193,388,328,268
11,282,243,204,419,353,286
12,299,257,214,447,375,303
13,317,271,225,478,400,322
14,335,285,236,509,425,340
15,353,300,247,539,449,358
16,370,313,257,568,472,376
17,388,328,268,599,497,394
18,406,342,278,629,521,412
19,423,356,289,658,544,430
20,441,370,299,689,569,448
21,459,385,310,719,593,466
22,476,398,320,748,616,484
23,494,413,331,779,641,502
24,512,427,342,810,665,521
25,530,441,353,840,689,539
26,547,455,363,869,713,556
27,565,469,374,900,737,575
28,583,484,385,930,761,593
29,600,497,395,959,785,610
30,618,512,406,990,809,629
31,636,526,416,1020,833,647
32,653,540,427,1049,857,664
33,671,554,437,1080,881,683
34,689,569,448,1110,905,701
35,706,582,458,1139,929,718
36,724,597,469,1170,953,737
37,742,611,480,1201,978,755
38,760,625,491,1231,1002,773
39,777,639,501,1260,1025,791
40,795,653,512,1291,1050,809
41,812,667,522,1320,1073,827
42,829,681,532,1348,1096,844
43,846,694,542,1377,1119,861
44,863,708,553,1406,1142,878
45,881,722,563,1437,1167,897
46,898,736,574,1466,1190,914
47,915,749,584,1495,1213,932
48,932,763,594,1524,1237,949
49,949,777,604,1552,1259,966
50,966,790,614,1581,1282,983
51,983,804,625,1610,1305,1001
52,1000,817,635,1639,1329,1018
53,1018,832,646,1670,1353,1037
54,1035,845,656,1699,1377,1054
55,1052,859,666,1728,1400,1072
56,1069,873,676,1756,1422,1088
57,1086,886,686,1785,1445,1106
58,1103,900,697,1814,1469,1123
59,1120,913,707,1843,1492,1141
60,1137,927,717,1872,1515,1158
61,1154,941,727,1901,1538,1175
62,1172,955,738,1932,1563,1194
63,1189,969,748,1960,1585,1211
64,1206,982,758,1989,1609,1228
65,1223,996,769,2018,1632,1246
66,1240,1009,779,2047,1655,1263
67,1257,1023,789,2076,1678,1280
68,1274,1037,799,2105,1701,1298
69,1291,1050,809,2134,1725,1315
70,1308,1064,820,2163,1748,1333
71,1326,1078,830,2193,1772,1351
72,1343,1092,841,2222,1795,1368
73,1360,1105,851,2251,1818,1385
74,1377,1119,861,2280,1841,1403
75,1394,1133,871,2309,1865,1420
76,1411,1146,881,2338,1888,1438
77,1428,1160,892,2367,1911,1455
78,1445,1173,902,2396,1934,1472
79,1463,1188,913,2426,1958,1490
80,1480,1201,923,2455,1981,1508
81,1495,1213,932,2481,2002,1523
82,1510,1225,941,2506,2022,1538
83,1526,1238,950,2533,2044,1555
84,1541,1250,959,2559,2065,1570
85,1557,1263,969,2586,2086,1586
86,1572,1275,978,2612,2107,1602
87,1587,1287,987,2637,2127,1617
88,1603,1300,997,2664,2149,1633
89,1618,1312,1006,2690,2169,1649
90,1634,1325,1015,2717,2191,1665
91,1649,1337,1024,2742,2211,1680
92,1664,1349,1033,2768,2232,1696
93,1680,1361,1043,2795,2253,1712
94,1695,1373,1052,2821,2274,1727
95,1711,1386,1061,2848,2296,1744
96,1726,1398,1070,2873,2316,1759
97,1741,1410,1079,2899,2337,1774
98,1757,1423,1089,2926,2358,1790
99,1772,1435,1098,2952,2379,1806
100,1788,1448,1108,2979,2401,1822
101,1800,1457,1115,2999,2417,1834
102,1812,1467,1122,3020,2433,1847
103,1825,1477,1130,3042,2451,1860
104,1837,1487,1137,3062,2467,1872
