HRN,1,NULL,NULL,NULL,NULL,TE
NOORD,1,NULL,NULL,NULL,NULL,TE_ARR
ARR_ZP_APD,0,17.7,30.1,87,NULL,EASY_TRIP
BRENG,0,17.7,30.1,87,NULL,EASY_TRIP
ARR_MLL,0,17.2,17.2,87,NULL,EASY_TRIP
ARR_ZL_EMN,0,16.2,28.2,87,NULL,EASY_TRIP
VALLEI,0,15.6,26.52,87,230,MIN_FARE
SYNTUS_ZOH,0,18.1,NULL,87,NULL,EASY_TRIP
LIM_NOORD,0,17.6,29.8,87,NULL,EASY_TRIP
LIM_ZUID,0,18.1,30.7,87,NULL,EASY_TRIP
